USD_h_star,USD_HE_IS,USD_HE_OOS,EUR_h_star,EUR_HE_IS,EUR_HE_OOS
0.7889944353693019,0.5879784926249396,0.6229096620044368,0.5447509654668309,0.25158693088352135,0.1152786061452663
