Date,USDINR_Spot,EURINR_Spot,USDINR_Futures,EURINR_Futures,VIX
2022-12-19,82.649,87.649,82.71,87.82,22.42
2022-12-20,82.6,87.729,82.79,87.99,21.48
2022-12-21,82.88,87.878,82.82,87.93,20.07
2022-12-22,82.96,87.88,82.79,87.96,21.97
2022-12-23,82.78,87.863,82.85,87.98,20.87
2022-12-26,82.65,87.898,82.69,87.89,20.87
2022-12-27,82.83,88.115,82.86,88.35,21.65
2022-12-28,82.736,87.783,82.92,88.3,22.14
2022-12-29,82.758,88.228,82.96,88.32,21.44
2022-12-30,82.717,88.524,82.84,88.58,21.67
2023-01-02,82.745,88.223,82.93,88.68,21.67
2023-01-03,82.774,87.327,83.12,87.62,22.9
2023-01-04,82.641,87.591,82.92,88.16,22.01
2023-01-05,82.568,86.862,82.56,87.73,22.46
2023-01-06,82.27,87.568,82.78,87.08,21.13
2023-01-09,82.17,88.152,82.45,88.13,21.97
2023-01-10,81.602,87.592,81.83,87.96,20.58
2023-01-11,81.637,87.801,81.71,87.89,21.09
2023-01-12,81.1,87.977,81.63,87.92,18.83
2023-01-13,81.28,88.01,81.46,88.25,18.35
2023-01-16,81.628,88.289,81.64,88.47,19.49
2023-01-17,81.63,88.062,81.82,88.57,19.36
2023-01-18,81.44,87.89,81.33,88.21,20.34
2023-01-19,81.24,87.959,81.44,88.19,20.52
2023-01-20,80.979,87.898,81.21,88.0,19.85
2023-01-23,81.478,88.55,81.46,88.72,19.81
2023-01-24,81.594,88.766,81.67,88.71,19.2
2023-01-25,81.491,88.947,81.61,88.68,19.08
2023-01-27,81.51,88.577,81.54,88.66,18.51
2023-01-30,81.52,88.4,81.63,89.08,19.94
2023-01-31,81.739,88.785,82.02,88.88,19.4
2023-02-01,81.73,89.813,82.0,89.4,17.87
2023-02-02,82.039,89.505,82.28,90.5,18.73
2023-02-03,82.206,88.725,82.01,89.7,18.33
2023-02-06,82.74,88.78,82.84,89.22,19.43
2023-02-07,82.86,88.876,82.82,88.76,18.66
2023-02-08,82.65,88.51,82.64,88.81,19.63
2023-02-09,82.511,88.584,82.61,89.01,20.71
2023-02-10,82.51,88.096,82.65,88.51,20.53
2023-02-13,82.592,88.547,82.76,88.44,20.34
2023-02-14,82.91,89.004,82.83,89.15,18.91
2023-02-15,82.75,88.451,82.89,88.89,18.23
2023-02-16,82.71,88.235,82.72,88.56,20.17
2023-02-17,82.75,88.493,82.86,88.16,20.02
2023-02-20,82.693,88.333,82.74,88.46,21.23
2023-02-21,82.844,88.196,82.82,88.3,22.87
2023-02-22,82.83,87.808,82.91,88.21,22.29
2023-02-23,82.59,87.504,82.74,87.71,21.14
2023-02-24,82.897,87.423,82.74,87.7,21.67
2023-02-27,82.642,87.658,82.93,87.74,20.95
2023-02-28,82.64,87.4,82.71,87.93,20.7
2023-03-01,82.43,87.928,82.61,88.18,20.58
2023-03-02,82.35,87.258,82.71,87.96,19.59
2023-03-03,81.68,86.842,82.07,87.24,18.49
2023-03-06,81.81,87.357,82.03,87.29,18.61
2023-03-08,81.95,86.408,82.12,86.67,19.11
2023-03-09,82.02,86.777,82.1,86.92,22.61
2023-03-10,81.96,87.23,82.14,87.14,24.8
2023-03-13,82.235,88.23,82.22,87.8,26.52
2023-03-14,82.245,88.265,82.52,88.53,23.73
2023-03-15,82.88,87.646,82.86,87.98,26.14
2023-03-16,82.62,87.619,82.85,87.97,22.99
2023-03-17,82.52,88.016,82.61,87.89,25.51
2023-03-20,82.51,88.451,82.62,88.38,24.15
2023-03-21,82.677,89.027,82.68,88.94,21.38
2023-03-23,82.236,89.062,82.25,89.42,22.61
2023-03-24,82.334,88.583,82.45,88.5,21.74
2023-03-27,82.18,88.722,82.38,88.71,20.6
2023-03-28,82.172,89.099,82.21,88.9,19.97
2023-03-29,82.178,89.106,82.43,89.56,19.12
2023-03-31,82.16,89.053,82.32,89.55,18.7
2023-04-03,82.19,89.538,82.42,89.58,18.55
2023-04-05,81.92,89.35,82.13,89.84,19.08
2023-04-06,81.82,89.356,81.99,89.46,18.4
2023-04-10,81.965,89.006,82.07,89.48,18.97
2023-04-11,82.04,89.514,82.17,89.72,19.1
2023-04-12,81.93,90.033,82.14,89.74,19.09
2023-04-13,81.65,90.15,81.9,90.21,17.8
2023-04-17,81.98,89.571,82.04,90.06,16.95
2023-04-18,82.08,90.042,82.07,90.04,16.83
2023-04-19,82.265,90.113,82.26,89.88,16.46
2023-04-20,82.12,90.061,82.17,90.12,17.17
2023-04-21,82.03,90.126,82.1,90.04,16.77
2023-04-24,81.95,90.481,81.94,90.17,16.89
2023-04-25,81.965,89.932,81.95,90.27,18.76
2023-04-26,81.74,90.241,81.92,90.11,18.84
2023-04-27,81.695,90.085,81.92,90.52,17.03
2023-04-28,81.72,90.055,81.9,90.07,15.78
2023-05-02,81.75,89.925,81.96,90.0,17.78
2023-05-03,81.755,90.413,81.9,90.42,18.34
2023-05-04,81.71,89.971,81.83,90.58,20.09
2023-05-08,81.77,89.98,81.85,90.46,16.98
2023-05-09,82.1,89.982,82.12,90.2,17.71
2023-05-10,81.9,89.926,82.1,89.96,16.94
2023-05-11,82.09,89.601,82.14,89.82,16.93
2023-05-12,82.173,89.141,82.22,89.67,17.03
2023-05-15,82.237,89.408,82.32,89.56,17.12
2023-05-16,82.264,89.347,82.25,89.65,17.99
2023-05-17,82.4,89.313,82.41,89.33,16.87
2023-05-18,82.72,89.081,82.6,89.35,16.05
2023-05-19,82.878,89.525,82.75,89.36,16.81
2023-05-22,82.84,89.558,82.87,89.68,17.21
2023-05-23,82.83,89.208,82.84,89.34,18.53
2023-05-24,82.67,88.854,82.7,89.06,20.03
2023-05-25,82.733,88.682,82.75,88.82,19.14
2023-05-26,82.57,88.548,82.61,88.79,17.95
2023-05-29,82.586,88.408,82.55,88.66,17.46
2023-05-30,82.665,88.724,82.78,88.98,17.46
2023-05-31,82.68,88.368,82.82,88.6,17.94
2023-06-01,82.266,88.518,82.5,88.5,15.65
2023-06-02,82.398,88.215,82.4,88.79,14.6
2023-06-05,82.52,88.395,82.72,88.56,14.73
2023-06-06,82.51,88.228,82.67,88.52,13.96
2023-06-07,82.5,88.25,82.58,88.6,13.94
2023-06-08,82.488,88.93,82.61,88.71,13.65
2023-06-09,82.44,88.598,82.52,88.89,13.83
2023-06-12,82.39,88.627,82.49,88.91,15.01
2023-06-13,82.229,88.733,82.42,89.01,14.61
2023-06-14,81.95,88.76,82.12,88.8,13.88
2023-06-15,81.9,89.623,82.23,89.08,14.5
2023-06-16,81.91,89.585,81.96,89.74,13.54
2023-06-19,81.91,89.454,81.97,89.52,14.19
2023-06-20,82.0,89.503,82.13,89.73,13.88
2023-06-21,81.93,89.992,82.03,89.54,13.2
2023-06-22,81.95,89.784,81.98,90.18,12.91
2023-06-23,81.98,89.268,82.0,89.16,13.44
2023-06-26,81.97,89.38,82.04,89.44,14.25
2023-06-27,81.983,89.845,81.96,89.53,13.74
2023-06-28,82.02,89.492,82.12,90.01,13.43
2023-06-30,82.091,89.561,82.14,89.23,13.59
2023-07-03,81.94,89.397,82.01,89.43,13.57
2023-07-04,81.946,89.133,82.07,89.49,13.7
2023-07-05,82.397,89.417,82.34,89.61,14.18
2023-07-06,82.758,90.099,82.51,89.88,15.44
2023-07-07,82.61,90.598,82.79,90.2,14.83
2023-07-10,82.52,90.764,82.65,90.56,15.07
2023-07-11,82.39,90.678,82.46,90.76,14.84
2023-07-12,81.98,91.227,82.33,90.75,13.54
2023-07-13,82.04,92.082,82.12,91.76,13.61
2023-07-14,82.049,92.116,82.21,92.29,13.34
2023-07-17,82.04,92.188,82.09,92.23,13.48
2023-07-18,82.06,92.121,82.07,92.33,13.3
2023-07-19,82.05,91.88,82.13,92.09,13.76
2023-07-20,82.07,91.327,81.96,91.81,13.99
2023-07-21,81.98,91.17,82.0,91.23,13.6
2023-07-24,81.79,90.476,81.84,90.82,13.91
2023-07-25,81.85,90.469,81.89,90.49,13.86
2023-07-26,81.95,90.825,82.02,90.9,13.19
2023-07-27,82.15,90.143,81.99,90.96,14.41
2023-07-28,82.225,90.571,82.28,90.65,13.33
2023-07-31,82.24,90.431,82.32,90.88,13.63
2023-08-01,82.34,90.426,82.32,90.46,13.93
2023-08-02,82.73,90.474,82.64,90.79,16.09
2023-08-03,82.75,90.562,82.79,90.6,15.92
2023-08-04,82.668,91.017,82.9,90.79,17.1
2023-08-07,82.75,91.058,82.81,90.97,15.77
2023-08-08,82.853,90.757,82.93,90.89,15.99
2023-08-09,82.844,90.905,82.91,91.05,15.96
2023-08-10,82.616,90.704,82.7,91.24,15.85
2023-08-11,82.87,90.693,82.83,91.1,14.84
2023-08-14,83.17,90.689,83.14,91.0,14.82
2023-08-17,83.13,90.371,83.11,90.5,17.89
2023-08-18,83.14,90.348,83.13,90.36,17.3
2023-08-21,83.09,90.493,83.15,90.71,17.13
2023-08-22,83.04,90.049,83.01,90.4,16.97
2023-08-23,82.508,89.596,82.74,89.49,15.98
2023-08-24,82.58,89.261,82.57,89.65,17.2
2023-08-25,82.637,89.248,82.65,89.34,15.68
2023-08-28,82.6,89.348,82.64,89.33,15.08
2023-08-29,82.574,89.824,82.65,89.38,14.45
2023-08-30,82.607,90.24,82.81,90.23,13.88
2023-08-31,82.702,89.657,82.83,90.1,13.57
2023-09-01,82.689,89.081,82.78,89.88,13.09
2023-09-04,82.715,89.258,82.77,89.54,13.82
2023-09-05,83.033,89.069,83.13,89.33,14.01
2023-09-06,83.197,89.245,83.19,89.49,14.45
2023-09-07,83.15,88.962,83.26,89.28,14.4
2023-09-08,83.004,88.806,83.07,89.01,13.84
2023-09-11,82.9,89.101,83.08,89.19,13.8
2023-09-12,82.85,89.089,83.0,89.01,14.23
2023-09-13,82.934,88.971,83.02,89.19,13.48
2023-09-14,83.01,88.331,83.06,89.21,12.82
2023-09-15,83.069,88.536,83.18,88.71,13.79
2023-09-18,83.27,89.016,83.35,88.97,14.0
2023-09-20,82.92,88.384,83.12,89.0,15.14
2023-09-21,83.102,88.57,83.07,88.46,17.54
2023-09-22,82.97,88.38,82.97,88.31,17.2
2023-09-25,83.13,88.035,83.14,88.47,16.9
2023-09-26,83.23,87.974,83.23,88.06,18.94
2023-09-27,83.181,87.34,83.33,88.03,18.22
2023-09-28,83.15,87.798,83.29,87.93,17.34
2023-09-29,83.03,87.763,83.15,88.28,17.52
2023-10-03,83.214,87.083,83.3,87.36,19.78
2023-10-04,83.25,87.437,83.33,87.69,18.58
2023-10-05,83.2,87.759,83.34,87.74,18.49
2023-10-06,83.118,87.989,83.28,87.98,17.45
2023-10-09,83.254,87.958,83.34,87.86,17.7
2023-10-10,83.162,88.177,83.32,88.25,17.03
2023-10-11,83.16,88.291,83.26,88.33,16.09
2023-10-12,83.29,87.671,83.29,88.48,16.69
2023-10-13,83.255,87.493,83.32,87.71,19.32
2023-10-16,83.19,87.832,83.3,87.77,17.21
2023-10-17,83.24,88.026,83.26,88.02,17.88
2023-10-18,83.29,87.746,83.29,87.96,19.22
2023-10-19,83.097,87.925,83.24,87.9,21.4
2023-10-20,83.15,88.081,83.12,88.05,21.71
2023-10-23,83.071,88.62,83.18,88.24,20.37
2023-10-25,83.14,87.821,83.18,87.98,20.19
2023-10-26,83.243,87.905,83.26,87.76,20.68
2023-10-27,83.265,87.961,83.25,87.9,21.27
2023-10-30,83.25,88.353,83.31,88.22,19.75
2023-10-31,83.256,88.052,83.3,88.9,18.14
2023-11-01,83.237,87.965,83.37,88.03,16.87
2023-11-02,83.234,88.395,83.31,88.67,15.66
2023-11-03,83.14,89.201,83.31,88.76,14.91
2023-11-06,83.218,89.185,83.24,89.5,14.89
2023-11-07,83.23,89.048,83.29,89.01,14.81
2023-11-08,83.213,89.096,83.3,88.97,14.45
2023-11-09,83.315,88.864,83.31,89.08,15.29
2023-11-10,83.309,88.982,83.33,89.09,14.17
2023-11-13,83.18,88.969,83.32,89.13,14.76
2023-11-15,83.188,90.226,83.12,90.28,14.18
2023-11-16,83.152,90.22,83.24,90.34,14.32
2023-11-17,83.244,90.794,83.26,90.51,13.8
2023-11-20,83.317,91.132,83.38,91.08,13.41
2023-11-21,83.308,90.881,83.35,91.19,13.35
2023-11-22,83.287,90.675,83.34,90.86,12.85
2023-11-23,83.305,90.836,83.35,90.97,12.8
2023-11-24,83.34,91.166,83.38,90.95,12.46
2023-11-28,83.34,91.591,83.39,91.31,12.69
2023-11-29,83.352,91.42,83.37,91.54,12.98
2023-11-30,83.357,90.734,83.42,91.1,12.92
2023-12-01,83.26,90.604,83.37,90.85,12.63
2023-12-04,83.426,90.4,83.41,90.78,13.08
2023-12-05,83.32,89.944,83.39,90.41,12.85
2023-12-06,83.332,89.682,83.37,90.03,12.97
2023-12-07,83.343,89.944,83.41,89.92,13.06
2023-12-08,83.425,89.774,83.43,90.04,12.35
2023-12-11,83.35,89.71,83.41,89.91,12.63
2023-12-12,83.396,90.001,83.4,90.13,12.07
2023-12-13,83.35,90.626,83.46,90.01,12.19
2023-12-14,83.307,91.563,83.34,91.04,12.48
2023-12-15,83.02,90.442,83.01,91.04,12.28
2023-12-18,83.144,90.81,83.08,90.66,12.56
2023-12-19,83.106,91.25,83.21,91.0,12.53
2023-12-20,83.139,90.937,83.21,91.06,13.67
2023-12-21,83.214,91.602,83.27,91.24,13.65
2023-12-22,83.166,91.566,83.17,91.63,13.03
2023-12-26,83.158,91.823,83.19,91.61,12.99
2023-12-27,83.263,92.446,83.32,92.02,12.43
2023-12-28,83.169,91.977,83.27,92.64,12.47
2023-12-29,83.19,91.808,83.26,92.11,12.45
2024-01-01,83.238,91.927,83.29,92.14,12.45
2024-01-02,83.27,91.097,83.4,91.71,13.2
2024-01-03,83.282,90.952,83.36,91.15,14.04
2024-01-04,83.243,91.093,83.32,91.3,14.13
2024-01-05,83.103,90.923,83.22,90.93,13.35
2024-01-08,83.045,90.9,83.21,91.15,13.08
2024-01-09,83.109,90.83,83.2,91.01,12.76
2024-01-10,83.023,91.085,83.11,91.05,12.69
2024-01-11,83.063,91.12,83.08,91.23,12.44
2024-01-12,82.857,90.72,83.0,90.97,12.7
2024-01-15,82.827,90.679,82.93,90.79,13.25
2024-01-16,83.084,90.346,83.17,90.53,13.84
2024-01-17,83.182,90.51,83.17,90.49,14.79
2024-01-18,83.165,90.434,83.16,90.6,14.13
2024-01-19,83.086,90.539,83.08,90.48,13.3
2024-01-23,83.15,90.193,83.17,90.43,12.55
2024-01-24,83.13,90.47,83.14,90.63,13.14
2024-01-25,83.144,90.178,83.11,90.55,13.45
2024-01-29,83.134,90.059,83.15,90.17,13.6
2024-01-30,83.12,90.135,83.2,90.29,13.31
2024-01-31,83.095,89.876,83.13,90.18,14.35
2024-02-01,82.947,90.163,83.06,89.82,13.88
2024-02-02,82.999,89.506,82.98,90.38,13.85
2024-02-05,83.036,89.181,83.11,89.5,13.67
2024-02-06,83.062,89.325,83.11,89.3,13.06
2024-02-07,82.977,89.375,83.04,89.51,12.83
2024-02-08,82.978,89.417,83.03,89.49,12.79
2024-02-09,83.0,89.491,83.08,89.55,12.93
2024-02-12,82.97,89.359,83.05,89.54,13.93
2024-02-13,83.098,88.969,83.04,89.57,15.85
2024-02-14,83.034,89.071,83.08,89.0,14.38
2024-02-15,82.988,89.386,83.07,89.26,14.01
2024-02-16,83.013,89.438,83.04,89.5,14.24
2024-02-20,82.89,89.546,82.98,89.64,15.42
2024-02-21,82.93,89.705,82.97,89.64,15.34
2024-02-22,82.837,89.654,82.86,89.9,14.54
2024-02-23,82.859,89.637,82.93,89.81,13.75
2024-02-26,82.846,89.88,82.89,89.92,13.74
2024-02-27,82.877,89.872,82.89,89.94,13.43
2024-02-28,82.9,89.83,82.97,89.84,13.84
2024-02-29,82.9,89.557,82.97,90.01,13.4
2024-03-01,82.841,89.775,82.94,89.79,13.11
2024-03-04,82.911,89.987,82.93,90.08,13.49
2024-03-05,82.891,89.978,82.94,90.06,14.46
2024-03-06,82.78,90.205,82.86,90.17,14.5
2024-03-07,82.708,90.502,82.68,90.14,14.44
2024-03-11,82.72,90.38,82.77,90.54,15.22
2024-03-12,82.786,90.435,82.8,90.55,13.84
2024-03-13,82.82,90.646,82.86,90.62,13.75
2024-03-14,82.915,90.22,82.86,90.66,14.4
2024-03-15,82.883,90.235,82.88,90.26,14.41
2024-03-18,82.9,90.121,82.92,90.4,14.33
2024-03-19,83.007,90.187,83.04,90.09,13.82
2024-03-20,83.173,90.833,83.17,90.19,13.04
2024-03-21,83.174,90.327,83.13,90.72,12.92
2024-03-22,83.582,90.31,83.67,90.5,13.06
2024-03-26,83.309,90.224,83.36,90.43,13.24
2024-03-27,83.294,90.174,83.4,90.42,12.78
2024-03-28,83.352,89.912,83.44,90.16,13.01
2024-04-02,83.322,89.721,83.47,89.81,14.61
2024-04-03,83.504,90.476,83.54,90.23,14.33
2024-04-04,83.34,90.299,83.5,90.67,16.35
2024-04-05,83.293,90.248,83.37,90.4,16.03
2024-04-08,83.27,90.406,83.36,90.3,15.19
2024-04-10,83.389,89.56,83.23,90.34,15.8
2024-04-12,83.54,88.903,83.5,89.06,17.31
2024-04-15,83.484,88.677,83.47,89.05,19.23
2024-04-16,83.637,88.797,83.61,88.96,18.4
2024-04-18,83.53,88.901,83.54,89.21,18.0
2024-04-19,83.358,88.81,83.49,88.92,18.71
2024-04-22,83.36,88.795,83.38,88.9,16.94
2024-04-23,83.269,89.09,83.35,88.9,15.69
2024-04-24,83.319,89.127,83.32,89.01,15.97
2024-04-25,83.31,89.383,83.32,89.3,15.37
2024-04-26,83.4,89.169,83.34,89.43,15.03
2024-04-29,83.41,89.407,83.54,89.4,14.67
2024-04-30,83.45,88.991,83.5,89.46,15.65
2024-05-02,83.435,89.484,83.54,89.34,14.68
2024-05-03,83.376,89.696,83.52,89.57,13.49
2024-05-06,83.48,89.891,83.6,89.84,13.49
2024-05-07,83.458,89.742,83.57,89.92,13.23
2024-05-08,83.462,89.688,83.57,89.79,13.0
2024-05-09,83.441,89.958,83.56,89.62,12.69
2024-05-10,83.541,89.965,83.55,89.96,12.55
2024-05-13,83.46,90.037,83.56,90.11,13.6
2024-05-14,83.482,90.311,83.56,90.11,13.42
2024-05-15,83.411,90.768,83.54,90.35,12.45
2024-05-16,83.45,90.668,83.53,90.79,12.42
2024-05-17,83.28,90.525,83.39,90.42,11.99
2024-05-21,83.25,90.343,83.34,90.44,11.86
2024-05-22,83.22,90.052,83.3,90.23,12.29
2024-05-24,83.06,90.079,83.14,90.08,11.93
2024-05-27,83.102,90.232,83.14,90.23,12.36
2024-05-28,83.16,90.27,83.19,90.32,12.92
2024-05-29,83.34,90.007,83.33,90.42,14.28
2024-05-30,83.28,90.192,83.36,90.23,14.47
2024-05-31,83.424,90.44,83.5,90.56,12.92
2024-06-03,83.083,90.577,83.19,90.26,13.11
2024-06-04,83.524,90.857,83.58,90.64,13.16
2024-06-05,83.37,90.599,83.47,90.58,12.63
2024-06-06,83.466,90.877,83.55,90.85,12.58
2024-06-07,83.521,90.203,83.44,90.93,12.22
2024-06-10,83.5,89.871,83.54,89.86,12.74
2024-06-11,83.6,89.778,83.62,89.94,12.85
2024-06-12,83.43,90.163,83.61,89.94,12.04
2024-06-13,83.54,89.68,83.57,90.22,11.94
2024-06-14,83.547,89.395,83.56,89.51,12.66
2024-06-18,83.33,89.48,83.44,89.46,12.3
2024-06-19,83.46,89.661,83.46,89.63,12.48
2024-06-20,83.62,89.473,83.64,89.65,13.28
2024-06-21,83.558,89.332,83.57,89.38,13.2
2024-06-24,83.45,89.559,83.49,89.51,13.33
2024-06-25,83.403,89.35,83.43,89.49,12.84
2024-06-26,83.56,89.234,83.54,89.41,12.55
2024-06-27,83.438,89.295,83.54,89.43,12.24
2024-06-28,83.355,89.298,83.44,89.44,12.44
2024-07-01,83.438,89.596,83.51,89.85,12.22
2024-07-02,83.5,89.712,83.55,89.66,12.03
2024-07-03,83.52,90.076,83.58,89.96,12.09
2024-07-04,83.475,90.245,83.56,90.21,12.26
2024-07-05,83.5,90.481,83.55,90.43,12.48
2024-07-08,83.5,90.364,83.56,90.47,12.37
2024-07-09,83.465,90.242,83.54,90.47,12.51
2024-07-10,83.51,90.441,83.55,90.44,12.85
2024-07-11,83.507,90.756,83.61,90.63,12.92
2024-07-12,83.513,91.079,83.55,90.98,12.46
2024-07-15,83.551,91.02,83.63,91.24,13.12
2024-07-16,83.524,91.016,83.61,91.11,13.19
2024-07-18,83.58,91.06,83.66,91.46,15.93
2024-07-19,83.724,91.067,83.7,91.09,16.52
2024-07-22,83.651,91.096,83.68,91.15,14.91
2024-07-23,83.676,90.797,83.72,90.96,14.72
2024-07-24,83.71,90.725,83.73,90.69,18.04
2024-07-25,83.72,90.786,83.75,90.89,18.46
2024-07-26,83.703,90.868,83.73,90.89,16.39
2024-07-29,83.748,90.607,83.74,90.92,16.6
2024-07-30,83.72,90.543,83.79,90.79,17.69
2024-07-31,83.699,90.604,83.78,90.88,16.36
2024-08-01,83.71,90.331,83.81,90.47,18.59
2024-08-02,83.794,91.419,83.82,90.75,23.39
2024-08-05,84.018,92.017,84.19,92.09,38.57
2024-08-06,83.93,91.735,83.97,91.72,27.71
2024-08-07,83.885,91.611,84.0,91.82,27.85
2024-08-08,83.99,91.7,84.0,91.76,23.79
2024-08-09,83.945,91.634,84.0,91.73,20.37
2024-08-12,83.93,91.744,84.0,91.79,20.71
2024-08-13,83.91,92.225,84.0,91.78,18.12
2024-08-14,83.96,92.457,83.97,92.49,16.19
2024-08-16,83.88,92.503,83.96,92.32,14.8
2024-08-19,83.85,92.948,83.89,92.68,14.65
2024-08-20,83.75,93.214,83.79,92.8,15.88
2024-08-21,83.87,93.507,83.94,93.34,16.27
2024-08-22,83.93,93.263,83.95,93.52,17.55
2024-08-23,83.809,93.782,83.92,93.31,15.86
2024-08-26,83.84,93.574,83.9,93.72,16.15
2024-08-27,83.91,93.845,83.93,93.79,15.43
2024-08-28,83.9,93.297,83.97,93.59,17.11
2024-08-29,83.88,92.914,83.94,93.28,15.65
2024-08-30,83.867,92.648,83.9,93.08,15.0
2024-09-02,83.88,92.864,83.99,93.0,15.55
2024-09-03,83.95,92.706,84.02,92.88,20.72
2024-09-04,83.96,93.044,84.07,92.93,21.32
2024-09-05,83.961,93.281,84.03,93.3,19.9
2024-09-06,83.985,93.081,84.01,93.4,22.38
2024-09-09,83.928,92.606,84.01,92.89,19.45
2024-09-10,83.949,92.503,84.03,92.82,19.08
2024-09-11,83.96,92.448,84.04,92.85,17.69
2024-09-12,83.92,92.933,84.01,92.64,17.07
2024-09-13,83.88,92.905,83.95,93.08,16.56
2024-09-16,83.84,93.331,83.93,93.25,17.14
2024-09-17,83.747,93.068,83.81,93.29,17.61
2024-09-19,83.62,93.328,83.69,93.44,16.33
2024-09-20,83.485,93.186,83.58,93.25,16.15
2024-09-23,83.53,92.819,83.57,92.94,15.89
2024-09-24,83.6,93.465,83.69,93.13,15.39
2024-09-25,83.6,93.064,83.62,93.53,15.41
2024-09-26,83.601,93.432,83.7,93.32,15.37
2024-09-27,83.71,93.445,83.81,93.52,16.96
2024-09-30,83.755,93.253,83.9,93.96,16.73
2024-10-01,83.9,92.861,83.93,93.19,19.26
2024-10-03,83.99,92.641,84.06,92.91,20.49
2024-10-04,84.023,92.224,84.06,92.81,19.21
2024-10-07,83.98,92.16,84.07,92.24,22.64
2024-10-08,83.945,92.172,84.04,92.39,21.42
2024-10-09,83.95,91.833,84.04,92.18,20.86
2024-10-10,83.94,91.788,84.04,92.01,20.93
2024-10-11,84.101,91.981,84.15,92.1,20.46
2024-10-14,84.045,91.685,84.11,91.94,19.7
2024-10-15,84.04,91.52,84.08,91.74,20.64
2024-10-16,84.03,91.265,84.05,91.62,19.58
2024-10-17,84.035,91.018,84.09,91.38,19.11
2024-10-18,84.065,91.345,84.08,91.27,18.03
2024-10-21,84.07,90.922,84.09,91.24,18.37
2024-10-22,84.07,90.77,84.1,91.09,18.2
2024-10-23,84.056,90.621,84.09,90.68,19.24
2024-10-24,84.05,91.001,84.08,90.8,19.08
2024-10-25,84.095,90.764,84.09,90.99,20.33
2024-10-28,84.06,90.886,84.07,90.94,19.8
2024-10-29,84.05,90.925,84.08,90.88,19.34
2024-10-30,84.08,91.277,84.16,91.24,20.35
2024-10-31,84.061,91.484,84.15,91.46,23.16
2024-11-01,84.08,91.084,84.14,91.5,21.88
2024-11-04,84.13,91.508,84.18,91.81,21.98
2024-11-05,84.109,91.931,84.17,91.75,20.49
2024-11-06,84.31,90.448,84.38,90.63,16.27
2024-11-07,84.293,91.07,84.4,90.89,15.2
2024-11-08,84.395,90.455,84.43,91.14,14.94
2024-11-11,84.379,89.897,84.43,90.27,14.97
2024-11-12,84.38,89.637,84.42,89.83,14.71
2024-11-13,84.416,89.169,84.43,89.88,14.02
2024-11-14,84.461,88.937,84.5,88.82,14.31
2024-11-18,84.398,89.437,84.44,89.11,15.58
2024-11-19,84.39,89.411,84.45,89.37,16.35
2024-11-21,84.495,88.492,84.53,89.15,16.87
2024-11-22,84.426,87.972,84.43,88.08,15.24
2024-11-25,84.26,88.422,84.31,88.59,14.6
2024-11-26,84.319,88.425,84.3,88.68,14.1
2024-11-27,84.41,89.171,84.47,88.53,14.1
2024-11-28,84.445,89.115,84.6,89.46,13.9
2024-11-29,84.559,89.421,84.67,89.61,13.51
2024-12-02,84.74,88.952,84.84,89.43,13.34
2024-12-03,84.676,88.986,84.8,89.36,13.3
2024-12-04,84.693,89.012,84.87,89.24,13.45
2024-12-05,84.684,89.646,84.82,89.36,13.54
2024-12-06,84.668,89.477,84.79,89.83,12.77
2024-12-09,84.829,89.512,84.83,89.79,14.19
2024-12-10,84.88,89.345,84.96,89.58,14.18
2024-12-11,84.795,88.975,84.96,89.17,13.58
2024-12-12,84.825,88.786,84.97,89.24,13.92
2024-12-13,84.782,89.038,84.88,88.98,13.81
2024-12-16,84.89,89.219,85.01,89.17,14.69
2024-12-17,84.902,89.054,85.0,89.18,15.87
2024-12-18,84.867,87.854,85.01,89.3,27.62
2024-12-19,85.088,88.168,85.18,88.68,24.09
2024-12-20,84.947,88.591,85.02,88.36,18.36
2024-12-23,85.095,88.541,85.14,88.59,16.78
2024-12-24,85.176,88.557,85.21,88.55,14.27
2024-12-26,85.254,88.852,85.28,88.66,14.73
2024-12-27,85.388,89.034,85.59,89.11,15.95
2024-12-30,85.474,88.953,85.78,89.63,17.4
2024-12-31,85.554,88.574,85.88,89.4,17.35
