USD_h_star,USD_HE_IS,USD_HE_OOS,EUR_h_star,EUR_HE_IS,EUR_HE_OOS,USD_lambda_spot,USD_lambda_futures,EUR_lambda_spot,EUR_lambda_futures
0.9286458275079115,0.5695578787619293,0.6022387851819424,0.9393006446098704,0.1196107827010704,-0.16525417651631313,-0.11154463125653563,0.40586311269985587,-0.09238203421124166,0.6240512399920579
