exposure_usd,exposure_inr,spot_rate,usd_vol,eur_vol,VaR_usd,CVaR_usd,CFaR_usd,VaR_eur,CVaR_eur,CFaR_eur,h_ols_usd,h_ols_eur,h_dcc_usd_today,h_dcc_eur_today
1000000,85554000.0,85.554,0.0012845779819024307,0.005315882845147149,990121.9245867705,1241652.8385107715,990121.9245867705,4097355.1062427196,5138248.605267631,4097355.1062427196,0.7889944353693019,0.5447509654668309,0.6668031386884551,0.42453164433608664
