USD_a,USD_b,USD_HE_IS,USD_HE_OOS,EUR_a,EUR_b,EUR_HE_IS,EUR_HE_OOS
0.017432895925899892,0.977082976623727,0.5689882129289627,0.6170736759238278,0.055395467996818076,0.7,0.2576681243506519,0.13040070994802966
