Date,hr_usd_OOS,rho_usd_OOS,hr_eur_OOS,rho_eur_OOS
2024-11-05,0.7334070262000061,0.7671910297593412,0.5666444464270307,0.5099830288044843
2024-11-06,0.7335663363953696,0.7670376353015348,0.5434290198152557,0.4716616579528384
2024-11-07,0.7649053387608878,0.8014294292878962,0.891770339032094,0.7166296287681453
2024-11-08,0.7625713299849515,0.7991395279678319,0.8771186267669651,0.6833349185659153
2024-11-11,0.7856158393506513,0.794980769713711,0.7633890838066657,0.5846720172130555
2024-11-12,0.7848285058428046,0.7942873841778543,0.7154143704761108,0.5927951159208324
2024-11-13,0.7834042998728169,0.7939624098184186,0.6805880122032752,0.5779266859450451
2024-11-14,0.7847590687283615,0.7932606997818863,0.6425718207767218,0.537220969053206
2024-11-18,0.7745086900919336,0.7936959954927592,0.5278939352414808,0.5039203375982289
2024-11-19,0.7756818086704866,0.7959574198463566,0.5471408624454374,0.5121931135267433
2024-11-21,0.7740328964379829,0.794980688075764,0.5247717258134572,0.49843147832467466
2024-11-22,0.7918999322924657,0.7992002253971056,0.5601520483540242,0.49047277507272374
2024-11-25,0.7809864237354281,0.802456750276414,0.5495647104014912,0.5308984674761763
2024-11-26,0.8049194551956097,0.8108864628277671,0.5572044846506383,0.5429300482747268
2024-11-27,0.8078836215714822,0.8055790315938673,0.5388370813274956,0.5281102933338586
2024-11-28,0.7490125422925525,0.804815862010325,0.49755383874684617,0.45531222919163933
2024-11-29,0.7076131367522703,0.7979912665871411,0.39477798243478185,0.4018155420800877
2024-12-02,0.7328531627219268,0.7987462195218953,0.420736322370025,0.4256727867221495
2024-12-03,0.7633074629197163,0.8108374690900535,0.448370269910347,0.44604948084054397
2024-12-04,0.7672748637880564,0.8107432830002598,0.45492639173083177,0.45465247342689835
2024-12-05,0.7557847791111029,0.8083092383023239,0.4583534705223535,0.4605145968602438
2024-12-06,0.751961074893278,0.8072032841979464,0.48543793965187515,0.46164340074209637
2024-12-09,0.7517482039425397,0.8070332863240627,0.43408656384321354,0.4256911792856381
2024-12-10,0.8024143239189407,0.7962403724059199,0.4474540417897024,0.4406451434473986
2024-12-11,0.7641165852811388,0.7925338536489135,0.4632720173185289,0.4585227217626597
2024-12-12,0.7679466825256475,0.7859956570306017,0.4948949831846854,0.4920540857638826
2024-12-13,0.7690351746837047,0.785676451357503,0.4840505897914716,0.48092248542519794
2024-12-16,0.7584734961951984,0.7859217778161073,0.4505265057930987,0.4476497351858131
2024-12-17,0.7529703146025588,0.7914011856804415,0.46588532939470656,0.46433954189826976
2024-12-18,0.7528513117677236,0.7908502927235364,0.46811405146549706,0.4659846929662968
2024-12-19,0.7527526601543989,0.7883393396697397,0.38766810371918753,0.32205934908401707
2024-12-20,0.8154863781564198,0.8021870886186432,0.31800584613387944,0.27612648799008266
2024-12-23,0.8068300441016033,0.8093929734782273,0.3191232757020313,0.2752722189033507
2024-12-24,0.8256478305065714,0.8139677589503946,0.36448434849952555,0.31931838945026036
2024-12-26,0.8287585644949897,0.8150600468683801,0.409863223469634,0.3614466922510094
2024-12-27,0.8307739806623565,0.8161132290710906,0.4560807059313512,0.3998616110578699
2024-12-30,0.6959187212274588,0.806210245437991,0.47433820920226405,0.4315154542232023
2024-12-31,0.6668031386884551,0.8061117415024313,0.42453164433608664,0.40599755919055586
